species,order,family,log_mass,HWI,ellipticity,asymmetry,resid
Limosa haemastica,CHARADRIIFORMES,Scolopacidae,2.403635189790548,57.5,0.4992,0.3048,0.06720196507518228
Limosa limosa,CHARADRIIFORMES,Scolopacidae,2.4599952560473914,51.5,0.5156,0.4287,0.09025439448631123
Numenius americanus,CHARADRIIFORMES,Scolopacidae,2.7663384752512874,49.7,0.4465,0.3273,0.01625833239515323
Numenius arquata,CHARADRIIFORMES,Scolopacidae,2.904715545278681,53.2,0.4537,0.394,0.015499995708026404
Numenius phaeopus,CHARADRIIFORMES,Scolopacidae,2.5618166643189575,53.5,0.4656,0.3913,0.03516509803959178
Phalaropus fulicarius,CHARADRIIFORMES,Scolopacidae,1.7450747915820575,52.8,0.4796,0.4142,0.06954536145609463
Phalaropus lobatus,CHARADRIIFORMES,Scolopacidae,1.5646660642520893,49.6,0.4578,0.3441,0.05630479967843338
Scolopax minor,CHARADRIIFORMES,Scolopacidae,2.292920299600006,30.6,0.4002,0.2305,0.006679904281628846
Scolopax rusticola,CHARADRIIFORMES,Scolopacidae,2.488973524726508,39.4,0.2904,0.2332,-0.11951351440757874
Steganopus tricolor,CHARADRIIFORMES,Scolopacidae,1.7737864449811935,56.2,0.445,0.332,0.029731527191457274
Tringa flavipes,CHARADRIIFORMES,Scolopacidae,1.8893017025063104,52.8,0.4928,0.4213,0.07931114987213572
Tringa totanus,CHARADRIIFORMES,Scolopacidae,2.110589710299249,47.2,0.4099,0.3984,-0.001396509976921867
Catharacta maccormicki,CHARADRIIFORMES,Stercorariidae,3.1293998361358955,50.0,0.5237,0.2881,0.08441369495749135
Catharacta skua,CHARADRIIFORMES,Stercorariidae,3.126521025543412,53.3,0.4073,0.2747,-0.03631469290300682
Stercorarius longicaudus,CHARADRIIFORMES,Stercorariidae,2.459241664878082,60.2,0.4564,0.2764,0.01948041695511027
Stercorarius parasiticus,CHARADRIIFORMES,Stercorariidae,2.6476763132408707,60.2,0.459,0.2586,0.01759356739229484
Stercorarius pomarinus,CHARADRIIFORMES,Stercorariidae,2.840419777736486,55.8,0.3634,0.2115,-0.07673329917903171
Turnix ocellatus,CHARADRIIFORMES,Turnicidae,2.041392685158225,27.4,0.2422,0.1428,-0.1410672335407351
Turnix suscitator,CHARADRIIFORMES,Turnicidae,1.6910814921229684,20.8,0.2658,0.1415,-0.10033204253201361
Turnix sylvaticus,CHARADRIIFORMES,Turnicidae,1.7218106152125465,27.2,0.361,0.0828,-0.014391129394122015
Turnix tanki,CHARADRIIFORMES,Turnicidae,1.7226339225338123,27.0,0.3098,0.185,-0.06534425235305757
Anastomus lamelligerus,CICONIIFORMES,Ciconiidae,3.03382569395331,38.3,0.4428,0.0905,0.02137856286538803
Ciconia ciconia,CICONIIFORMES,Ciconiidae,3.53729006666481,45.9,0.438,0.0651,-0.0055357893963600135
Mycteria americana,CICONIIFORMES,Ciconiidae,3.4073059070182823,37.0,0.5025,0.1276,0.07391768797810638
Mycteria leucocephala,CICONIIFORMES,Ciconiidae,3.5024271199844326,41.1,0.5516,0.1544,0.11528988102727261
Colius colius,COLIIFORMES,Coliidae,1.6170003411208989,29.4,0.2693,0.1331,-0.10652676454883425
Colius leucocephalus,COLIIFORMES,Coliidae,1.5538830266438743,27.6,0.2558,0.0731,-0.11612553883529803
Colius striatus,COLIIFORMES,Coliidae,1.7084209001347128,24.4,0.3315,0.1473,-0.03984157127356697
Urocolius indicus,COLIIFORMES,Coliidae,1.7218106152125465,32.0,0.3983,0.1388,0.016513327753954754
Chalcophaps indica,COLUMBIFORMES,Columbidae,2.1351326513767748,28.7,0.3296,0.0673,-0.05763141805930544
Columba delegorguei,COLUMBIFORMES,Columbidae,2.123851640967086,35.9,0.2021,0.0394,-0.1944561182735634
Columba livia,COLUMBIFORMES,Columbidae,2.5492485568540557,45.1,0.3308,0.0623,-0.08814344061833002
Columba oenas,COLUMBIFORMES,Columbidae,2.463594402187,42.5,0.2923,0.0295,-0.12113966254914788
Columba palumbus,COLUMBIFORMES,Columbidae,2.690196080028514,41.2,0.4041,0.0654,-0.013003187573862984
Columba rupestris,COLUMBIFORMES,Columbidae,2.3898745583909853,48.6,0.2993,0.0468,-0.12051197581145456
Columbina inca,COLUMBIFORMES,Columbidae,1.6766936096248666,26.0,0.339,0.0406,-0.03371795496324631
Columbina minuta,COLUMBIFORMES,Columbidae,1.513217600067939,18.7,0.277,0.0636,-0.08209884505350429
Columbina passerina,COLUMBIFORMES,Columbidae,1.5490032620257879,25.4,0.3584,0.0562,-0.010478055453595037
Columbina talpacoti,COLUMBIFORMES,Columbidae,1.662757831681574,19.9,0.3226,0.0704,-0.041658458735935655
Didunculus strigirostris,COLUMBIFORMES,Columbidae,2.6020599913279625,30.1,0.6292,0.102,0.22898512871700477
Gallicolumba rufigula,COLUMBIFORMES,Columbidae,2.113943352306837,28.4,0.4128,0.014,0.026472845384404364
Geopelia striata,COLUMBIFORMES,Columbidae,1.7528164311882715,27.7,0.3714,0.0871,-0.005395616548929338
Geophaps smithii,COLUMBIFORMES,Columbidae,2.287801729930226,24.3,0.3983,0.036,0.013295933410513605
Geotrygon chrysia,COLUMBIFORMES,Columbidae,2.2278867046136734,32.3,0.3381,0.0506,-0.05613665778553345
Geotrygon montana,COLUMBIFORMES,Columbidae,2.126780577012009,27.1,0.3415,0.0128,-0.043400697774270414
Leptotila verreauxi,COLUMBIFORMES,Columbidae,2.1670217957902564,22.1,0.3336,0.0481,-0.045596864496454226
Macropygia unchall,COLUMBIFORMES,Columbidae,2.225309281725863,35.9,0.451,0.1167,0.0520280565316647
Oena capensis,COLUMBIFORMES,Columbidae,1.608526033577194,39.3,0.3775,0.0441,-0.011315788498119539
Patagioenas fasciata,COLUMBIFORMES,Columbidae,2.563836918664545,36.2,0.4512,0.0712,0.04376759578081396
Patagioenas flavirostris,COLUMBIFORMES,Columbidae,2.4326486600131068,35.6,0.3823,0.0758,-0.021209215352654687
Patagioenas leucocephala,COLUMBIFORMES,Columbidae,2.3803921600570273,33.9,0.3662,0.0469,-0.033799838822826556
Phapitreron leucotis,COLUMBIFORMES,Columbidae,2.03342375548695,34.9,0.2555,0.0806,-0.1375705197028066
Ptilinopus perousii,COLUMBIFORMES,Columbidae,1.9708116108725178,28.2,0.4482,0.0173,0.06554746065294448
Starnoenas cyanocephala,COLUMBIFORMES,Columbidae,2.3404441148401185,30.2,0.4086,0.0892,0.014481268512777923
Streptopelia bitorquata,COLUMBIFORMES,Columbidae,2.184691430817599,31.0,0.33,0.0014,-0.061476001562151106
Streptopelia capicola,COLUMBIFORMES,Columbidae,2.1522883443830563,32.6,0.3246,0.0245,-0.06823629375976353
Streptopelia orientalis,COLUMBIFORMES,Columbidae,2.367169488534681,32.8,0.3363,0.056,-0.061919346298261624
Streptopelia tranquebarica,COLUMBIFORMES,Columbidae,2.012837224705172,39.6,0.3292,0.0295,-0.06964263268173704
Treron apicauda,COLUMBIFORMES,Columbidae,2.336859820916809,35.3,0.414,0.0585,0.013171350466768261
Treron pompadora,COLUMBIFORMES,Columbidae,2.369215857410143,37.8,0.3218,0.0233,-0.08313009654079268
Treron sphenurus,COLUMBIFORMES,Columbidae,2.322219294733919,37.1,0.4022,0.0449,-0.0006783700358010125
Treron vernans,COLUMBIFORMES,Columbidae,2.12057393120585,32.8,0.2274,0.0145,-0.1649476174086632
Turtur afer,COLUMBIFORMES,Columbidae,1.8169038393756602,28.2,0.3229,0.0386,-0.05608781514025751
Turtur chalcospilos,COLUMBIFORMES,Columbidae,1.7824726241662863,28.4,0.3135,0.0354,-0.06493444855242952
Zenaida asiatica,COLUMBIFORMES,Columbidae,2.184691430817599,35.2,0.3556,0.0668,-0.04147210155758396
Zenaida macroura,COLUMBIFORMES,Columbidae,2.0751818546186915,36.6,0.35,0.0576,-0.046329917019373223
Actenoides lindsayi,CORACIIFORMES,Alcedinidae,1.9675479762188621,20.1,0.3557,0.2679,-0.016082349822856723
Alcedo atthis,CORACIIFORMES,Alcedinidae,1.4927603890268375,26.9,0.2403,0.0785,-0.1292374539497051
Alcedo hercules,CORACIIFORMES,Alcedinidae,1.7958800173440752,26.0,0.1696,0.0326,-0.20595592285298867
Ceryle rudis,CORACIIFORMES,Alcedinidae,1.9263424466256551,34.5,0.2753,0.0444,-0.11468782648301057
Chloroceryle americana,CORACIIFORMES,Alcedinidae,1.5276299008713388,25.6,0.4055,0.0747,0.03686438834340494
Halcyon albiventris,CORACIIFORMES,Alcedinidae,1.813580988568192,20.6,0.1267,0.0386,-0.24208241799052557
Halcyon chelicuti,CORACIIFORMES,Alcedinidae,1.6354837468149122,26.5,0.1712,0.0163,-0.20120290226907592
Megaceryle alcyon,CORACIIFORMES,Alcedinidae,2.1702617153949575,33.6,0.3016,0.0937,-0.0929966655243551
Todiramphus chloris,CORACIIFORMES,Alcedinidae,1.8202014594856402,23.8,0.2363,0.0682,-0.13690375438773866
Todiramphus macleayii,CORACIIFORMES,Alcedinidae,1.5717088318086876,30.9,0.2607,0.1176,-0.11604692783420684
Todiramphus pyrrhopygius,CORACIIFORMES,Alcedinidae,1.7134905430939424,36.5,0.2208,0.0819,-0.16678438301293963
Merops apiaster,CORACIIFORMES,Meropidae,1.7528164311882715,45.5,0.1732,0.0384,-0.22731242129147802
Merops bullockoides,CORACIIFORMES,Meropidae,1.541579243946581,25.2,0.2185,0.0247,-0.1499347999402644
Merops ornatus,CORACIIFORMES,Meropidae,1.469822015978163,38.0,0.1782,0.0162,-0.20558095728037898
Merops pusillus,CORACIIFORMES,Meropidae,1.1789769472931695,31.0,0.1879,0.0214,-0.17962876240032255
Merops superciliosus,CORACIIFORMES,Meropidae,1.5854607295085006,45.9,0.1453,0.0181,-0.2517604480289408
Merops viridis,CORACIIFORMES,Meropidae,1.541579243946581,19.8,0.1551,0.0234,-0.20613981423185077
Centropus bengalensis,CUCULIFORMES,Cuculidae,2.1728946977521764,18.6,0.237,0.1091,-0.13767328850424115
Centropus senegalensis,CUCULIFORMES,Cuculidae,2.2278867046136734,13.0,0.3287,0.0738,-0.03982124590175884
Centropus superciliosus,CUCULIFORMES,Cuculidae,2.171726453653231,14.9,0.3655,0.1522,-0.004215573629651637
Centropus viridis,CUCULIFORMES,Cuculidae,2.1522883443830563,14.8,0.2088,0.0221,-0.16031948901721485
Coccyzus americanus,CUCULIFORMES,Cuculidae,1.806179973983887,43.0,0.3201,0.041,-0.07835205781180876
Coccyzus erythropthalmus,CUCULIFORMES,Cuculidae,1.7067177823367587,40.8,0.353,0.0713,-0.04015245612249896
Coccyzus minor,CUCULIFORMES,Cuculidae,1.8055008581584002,31.7,0.417,0.0412,0.03362028652821836
Crotophaga ani,CUCULIFORMES,Cuculidae,2.041787318971752,24.8,0.3432,0.0466,-0.03661237785567617
Crotophaga sulcirostris,CUCULIFORMES,Cuculidae,1.9138138523837167,19.3,0.3161,0.059,-0.053336953623468186
Geococcyx californianus,CUCULIFORMES,Cuculidae,2.575187844927661,6.5,0.3299,0.0961,-0.03823026166485288
Geococcyx velox,CUCULIFORMES,Cuculidae,2.2550311633455515,6.5,0.3246,0.0893,-0.03590695629468821
Guira guira,CUCULIFORMES,Cuculidae,2.1492191126553797,24.9,0.3644,0.0521,-0.018103695101131134
Rhynochetos jubatus,EURYPYGIFORMES,Rhynochetidae,2.934498451243568,14.0,0.3278,0.145,-0.05887890352341202
Caracara cheriway,FALCONIFORMES,Falconidae,3.0328604159521437,42.4,0.2682,0.1475,-0.15866131225478197
Falco biarmicus,FALCONIFORMES,Falconidae,2.7825442840100103,50.6,0.2896,0.127,-0.14222671116696534
Falco columbarius,FALCONIFORMES,Falconidae,2.2753113545418118,48.9,0.2717,0.1012,-0.14578381324611617
Falco femoralis,FALCONIFORMES,Falconidae,2.52608069180203,44.6,0.2397,0.1058,-0.17802558425027512
Falco mexicanus,FALCONIFORMES,Falconidae,2.8531504364478426,50.5,0.3086,0.1197,-0.12477468583337614
Falco peregrinus,FALCONIFORMES,Falconidae,2.8808135922807914,52.2,0.2855,0.1175,-0.15079846605018127
Falco rusticolus,FALCONIFORMES,Falconidae,3.1558520249592674,47.5,0.2796,0.1233,-0.15698515072180125
Falco sparverius,FALCONIFORMES,Falconidae,2.059184617631371,43.7,0.2442,0.0924,-0.16120907788182867
Falco subbuteo,FALCONIFORMES,Falconidae,2.3184807251745174,57.8,0.2116,0.1022,-0.2187701288670677
Falco tinnunculus,FALCONIFORMES,Falconidae,2.2629254693318317,51.0,0.2936,0.1075,-0.12638694081782265
Phalcoboenus australis,FALCONIFORMES,Falconidae,3.074450718954591,39.4,0.3222,0.1447,-0.10165441177324314
Ortalis vetula,GALLIFORMES,Cracidae,2.750199727829182,11.4,0.459,0.1178,0.08017371720291216
Macrocephalon maleo,GALLIFORMES,Megapodiidae,3.1940423278864234,22.0,0.7237,0.0365,0.3201818148600272
Megapodius freycinet,GALLIFORMES,Megapodiidae,2.807873132003332,25.1,0.6199,0.0551,0.22144650071270927
Megapodius pritchardii,GALLIFORMES,Megapodiidae,2.5622928644564746,18.8,0.7072,0.0221,0.32298820435723
Numida meleagris,GALLIFORMES,Numididae,3.1136091510730277,20.4,0.3197,0.226,-0.07977112942608283
Callipepla californica,GALLIFORMES,Odontophoridae,2.219322508419337,26.2,0.285,0.2364,-0.1009050652077444
Callipepla gambelii,GALLIFORMES,Odontophoridae,2.220108088040055,28.4,0.3129,0.2363,-0.07595506125192675
Callipepla squamata,GALLIFORMES,Odontophoridae,2.2645817292380777,24.2,0.285,0.2005,-0.09931793071513606
Colinus virginianus,GALLIFORMES,Odontophoridae,2.2352758766870524,27.6,0.276,0.253,-0.11215030024666894
Cyrtonyx montezumae,GALLIFORMES,Odontophoridae,2.2681097298084785,25.5,0.309,0.239,-0.07713406272772655
Oreortyx pictus,GALLIFORMES,Odontophoridae,2.367355921026019,31.6,0.3102,0.2602,-0.08642489976114115
Ptilopachus petrosus,GALLIFORMES,Odontophoridae,2.285557309007774,21.2,0.2764,0.1789,-0.10442016954142586
Alectoris barbara,GALLIFORMES,Phasianidae,2.6194064108867776,28.5,0.354,0.1611,-0.04449606222144209
Alectoris chukar,GALLIFORMES,Phasianidae,2.700790221374347,29.0,0.3746,0.2343,-0.026500108399045486
Arborophila atrogularis,GALLIFORMES,Phasianidae,2.375297738217339,27.4,0.2938,0.172,-0.09741790372988068
Arborophila rufogularis,GALLIFORMES,Phasianidae,2.5371892262436444,25.5,0.3157,0.1614,-0.07684116052758716
Bambusicola fytchii,GALLIFORMES,Phasianidae,2.496514518697745,18.5,0.3863,0.1685,0.004054185199412974
Bonasa umbellus,GALLIFORMES,Phasianidae,2.725012725341157,38.3,0.3471,0.1659,-0.06696823884943504
Centrocercus urophasianus,GALLIFORMES,Phasianidae,3.2793246654426103,38.7,0.5007,0.1925,0.07289998306398682
Coturnix coturnix,GALLIFORMES,Phasianidae,1.9836262871245345,41.0,0.298,0.1964,-0.10201245272818948
Dendragapus obscurus,GALLIFORMES,Phasianidae,3.0200711035338412,39.4,0.4534,0.2066,0.03084043052776997
Francolinus pintadeanus,GALLIFORMES,Phasianidae,2.4913616938342726,25.0,0.2232,0.1624,-0.16758375095390254
Gallus gallus,GALLIFORMES,Phasianidae,2.876044550246095,22.5,0.2838,0.0553,-0.11281248818032591
Gallus sonneratii,GALLIFORMES,Phasianidae,2.924692703020186,21.2,0.3543,0.1521,-0.04173873145729684
Lagopus lagopus,GALLIFORMES,Phasianidae,2.75350645699097,39.0,0.3934,0.1625,-0.022279391287910677
Lagopus muta,GALLIFORMES,Phasianidae,2.728597243383432,46.1,0.4124,0.1894,-0.012146347554504056
Lophura leucomelanos,GALLIFORMES,Phasianidae,2.938519725176492,17.8,0.4087,0.1336,0.01686220714575698
Lophura nycthemera,GALLIFORMES,Phasianidae,3.089905111439398,19.5,0.3307,0.0979,-0.06700754420925648
Lophura swinhoii,GALLIFORMES,Phasianidae,3.041392685158225,24.9,0.3848,0.1542,-0.018947392258317097
Meleagris gallopavo,GALLIFORMES,Phasianidae,3.7627835617894365,26.0,0.414,0.1991,-0.008390198742123045
Meleagris ocellata,GALLIFORMES,Phasianidae,3.742332282357148,26.6,0.3644,0.2184,-0.058302672694661606
Pavo cristatus,GALLIFORMES,Phasianidae,3.6185501229487906,28.7,0.4023,0.1592,-0.020253324575039977
Perdix perdix,GALLIFORMES,Phasianidae,2.607776603741693,33.8,0.381,0.2448,-0.02428088813156898
Phasianus colchicus,GALLIFORMES,Phasianidae,3.0493343359722838,25.8,0.2604,0.1632,-0.14473565654558768
Polyplectron germaini,GALLIFORMES,Phasianidae,2.6532125137753435,21.0,0.4173,0.0949,0.02799201060082379
Syrmaticus reevesii,GALLIFORMES,Phasianidae,3.0808428588345618,20.6,0.3816,0.1643,-0.01735740660318369
Tetrao urogallus,GALLIFORMES,Phasianidae,3.4340256963562465,33.2,0.3984,0.1481,-0.025755403393634357
Tetraogallus tibetanus,GALLIFORMES,Phasianidae,3.1728655299169857,43.2,0.5717,0.1453,0.1404390782803272
Tragopan caboti,GALLIFORMES,Phasianidae,3.0501863496753607,15.9,0.3381,0.119,-0.053865136857150275
Tympanuchus cupido,GALLIFORMES,Phasianidae,2.939569168655902,42.7,0.3454,0.1593,-0.0796396598763387
Tympanuchus phasianellus,GALLIFORMES,Phasianidae,2.9456654994321343,39.6,0.3561,0.1599,-0.06495436589007147
Gavia adamsii,GAVIIFORMES,Gaviidae,3.694104814101756,51.0,0.653,0.22,0.19893500361657707
Gavia arctica,GAVIIFORMES,Gaviidae,3.352394787974109,50.8,0.6456,0.2064,0.1999380003033025
Gavia immer,GAVIIFORMES,Gaviidae,3.695201396079112,49.3,0.6084,0.166,0.15657398080940532
Gavia pacifica,GAVIIFORMES,Gaviidae,3.352394787974109,47.9,0.6355,0.1957,0.19370197410967277
Gavia stellata,GAVIIFORMES,Gaviidae,3.1720188094245563,47.6,0.6573,0.2051,0.22019665873884325
Aramus guarauna,GRUIFORMES,Aramidae,3.03342375548695,11.1,0.3745,0.1061,-0.010670457014979262
Balearica pavonina,GRUIFORMES,Gruidae,3.5550944485783194,35.6,0.5158,0.117,0.08556403646453914
Grus americana,GRUIFORMES,Gruidae,3.7653704802916486,42.7,0.5956,0.2436,0.15089704419439215
Grus grus,GRUIFORMES,Gruidae,3.7403626894942437,43.0,0.5875,0.2473,0.1429927875396439
Amaurornis phoenicurus,GRUIFORMES,Rallidae,2.255272505103306,23.2,0.3505,0.1139,-0.032263862430109314
Crex crex,GRUIFORMES,Rallidae,2.190051417759206,34.1,0.4985,0.2019,0.1027659161157295
Fulica americana,GRUIFORMES,Rallidae,2.803934849863842,36.3,0.4966,0.2182,0.08331734249952666
Fulica armillata,GRUIFORMES,Rallidae,3.0170333392987803,36.1,0.5558,0.2406,0.13770969896097035
Fulica atra,GRUIFORMES,Rallidae,2.8555797225017177,39.6,0.4991,0.2244,0.08019068191482015
Fulica cristata,GRUIFORMES,Rallidae,2.9169800473203824,36.1,0.4077,0.2113,-0.008007915032676782
Gallicrex cinerea,GRUIFORMES,Rallidae,2.591509808994654,31.6,0.4127,0.1658,0.010737733767385294
Gallinula chloropus,GRUIFORMES,Rallidae,2.530967681571915,32.2,0.4251,0.1548,0.023779869836632828
Laterallus jamaicensis,GRUIFORMES,Rallidae,1.513217600067939,21.5,0.337,0.0829,-0.02582957838379285
Lewinia pectoralis,GRUIFORMES,Rallidae,1.8926510338773004,19.7,0.4353,0.1099,0.06583399595445338
Neocrex erythrops,GRUIFORMES,Rallidae,1.765668554759014,23.4,0.305,0.0784,-0.06637230018458223
Porphyrio porphyrio,GRUIFORMES,Rallidae,2.888684846659699,30.5,0.3732,0.1149,-0.034372706521451635
Porzana carolina,GRUIFORMES,Rallidae,1.8739015978644613,33.4,0.4208,0.1522,0.0335264967511793
Porzana porzana,GRUIFORMES,Rallidae,1.9400181550076632,34.5,0.4319,0.1776,0.04158653889136121
Rallus elegans,GRUIFORMES,Rallidae,2.4959603948817053,24.6,0.3647,0.1288,-0.025660289504844613
Rallus limicola,GRUIFORMES,Rallidae,1.9247959957979122,26.5,0.3781,0.1409,-0.0011917655919576609
Rallus longirostris,GRUIFORMES,Rallidae,2.4139699717480614,18.1,0.4197,0.1265,0.039952629394878536
Eupodotis caerulescens,OTIDIFORMES,Otididae,3.1354506993455136,36.2,0.3934,0.0903,-0.027643197479509662
Otis tarda,OTIDIFORMES,Otididae,3.8299402714195327,42.7,0.4923,0.0793,0.046059561880972544
Acanthiza chrysorrhoa,PASSERIFORMES,Acanthizidae,0.9684829485539351,15.6,0.4862,0.1476,0.14420237943465158
Acanthiza pusilla,PASSERIFORMES,Acanthizidae,0.8808135922807914,14.6,0.3564,0.1328,0.017822294195801447
Gerygone sulphurea,PASSERIFORMES,Acanthizidae,0.7481880270062004,17.5,0.5098,0.2094,0.17051629035270877
Smicrornis brevirostris,PASSERIFORMES,Acanthizidae,0.724275869600789,16.6,0.3207,0.0358,-0.01681516890269208
Acrocephalus arundinaceus,PASSERIFORMES,Acrocephalidae,1.4771212547196624,28.6,0.4227,0.162,0.051269844052236835
Acrocephalus gracilirostris,PASSERIFORMES,Acrocephalidae,1.1583624920952498,12.6,0.4091,0.2023,0.06657833950866476
Acrocephalus palustris,PASSERIFORMES,Acrocephalidae,1.0606978403536116,27.9,0.3781,0.1421,0.017518056354285882
Acrocephalus schoenobaenus,PASSERIFORMES,Acrocephalidae,1.0718820073061255,28.2,0.3662,0.1587,0.0049520268184961025
Acrocephalus scirpaceus,PASSERIFORMES,Acrocephalidae,1.089905111439398,24.3,0.3826,0.128,0.026119254178070983
Hippolais icterina,PASSERIFORMES,Acrocephalidae,1.1205739312058498,30.8,0.4469,0.1936,0.08102836273259684
Hippolais polyglotta,PASSERIFORMES,Acrocephalidae,1.0413926851582251,21.2,0.3755,0.1129,0.024304846595957774
Aegithalos caudatus,PASSERIFORMES,Aegithalidae,0.9344984512435677,22.0,0.3397,0.1346,-0.010015800370700045
Psaltriparus minimus,PASSERIFORMES,Aegithalidae,0.724275869600789,19.4,0.3437,0.1439,0.002454097767019381
Alauda arvensis,PASSERIFORMES,Alaudidae,1.5717088318086876,33.6,0.456,0.2211,0.0756555793115864
Ammomanes deserti,PASSERIFORMES,Alaudidae,1.376576957056512,24.1,0.41,0.2053,0.04695974290240246
Ammomanes phoenicura,PASSERIFORMES,Alaudidae,1.4082399653118496,28.0,0.435,0.1545,0.06600943104331641
Calandrella cinerea,PASSERIFORMES,Alaudidae,1.3747483460101038,31.2,0.3997,0.1729,0.027243210470222323
Certhilauda curvirostris,PASSERIFORMES,Alaudidae,1.606381365110605,22.3,0.4284,0.1766,0.06228615950255573
Chersomanes albofasciata,PASSERIFORMES,Alaudidae,1.390935107103379,15.7,0.4927,0.1778,0.14051005853272003
Eremophila alpestris,PASSERIFORMES,Alaudidae,1.5224442335063197,38.6,0.3826,0.1542,-0.003233396736815386
Galerida cristata,PASSERIFORMES,Alaudidae,1.6304278750250238,26.7,0.4578,0.1753,0.0852510030045806
Galerida magnirostris,PASSERIFORMES,Alaudidae,1.6190933306267428,29.5,0.4205,0.1655,0.04449015844485532
Lullula arborea,PASSERIFORMES,Alaudidae,1.429752280002408,27.7,0.3748,0.1439,0.0056969190760416955
Melanocorypha mongolica,PASSERIFORMES,Alaudidae,1.7315887651867388,39.4,0.3769,0.191,-0.014979296673473363
Mirafra africana,PASSERIFORMES,Alaudidae,1.6532125137753437,18.2,0.4312,0.1597,0.06943391455073766
Mirafra javanica,PASSERIFORMES,Alaudidae,1.3617278360175928,18.4,0.2895,0.1144,-0.06559197500632952
Artamus cyanopterus,PASSERIFORMES,Artamidae,1.5390760987927767,45.0,0.3642,0.1885,-0.030556811388104788
Artamus personatus,PASSERIFORMES,Artamidae,1.5390760987927767,43.4,0.3489,0.0549,-0.04372496377079704
Artamus superciliosus,PASSERIFORMES,Artamidae,1.550228353055094,43.8,0.3471,0.2285,-0.046323473904157475
Cracticus nigrogularis,PASSERIFORMES,Artamidae,2.1072099696478683,27.9,0.4286,0.2424,0.0430993774881529
Cracticus torquatus,PASSERIFORMES,Artamidae,1.9185545305502736,26.4,0.3818,0.2036,0.0027900914780520925
Gymnorhina tibicen,PASSERIFORMES,Artamidae,2.454692449239477,40.7,0.4477,0.2389,0.0368706319408047
Bombycilla cedrorum,PASSERIFORMES,Bombycillidae,1.4996870826184039,35.1,0.4217,0.2171,0.041071894328654046
Bombycilla garrulus,PASSERIFORMES,Bombycillidae,1.73559889969818,37.8,0.433,0.2111,0.04315706494677485
Calcarius lapponicus,PASSERIFORMES,Calcariidae,1.4440447959180762,30.7,0.3921,0.1631,0.018659383258537943
Calcarius ornatus,PASSERIFORMES,Calcariidae,1.307496037913213,26.7,0.3332,0.1607,-0.03165961192344097
Plectrophenax nivalis,PASSERIFORMES,Calcariidae,1.6253124509616739,38.6,0.4048,0.1972,0.01651719058601847
Cardinalis cardinalis,PASSERIFORMES,Cardinalidae,1.6294095991027189,15.5,0.3801,0.143,0.022498182667458733
Cardinalis sinuatus,PASSERIFORMES,Cardinalidae,1.546542663478131,14.9,0.3805,0.1227,0.025670784266831725
Passerina amoena,PASSERIFORMES,Cardinalidae,1.1903316981702914,23.4,0.3585,0.1469,0.0008271438714107515
Passerina caerulea,PASSERIFORMES,Cardinalidae,1.437750562820388,22.9,0.3402,0.1219,-0.022697986548878057
Passerina ciris,PASSERIFORMES,Cardinalidae,1.1903316981702914,21.6,0.3236,0.1147,-0.03167452755911804
Passerina cyanea,PASSERIFORMES,Cardinalidae,1.167317334748176,22.5,0.3557,0.1276,-0.0002256929097075866
Passerina versicolor,PASSERIFORMES,Cardinalidae,1.110589710299249,19.0,0.3624,0.106,0.01248847489775251
Pheucticus ludovicianus,PASSERIFORMES,Cardinalidae,1.6232492903979006,26.5,0.3798,0.1679,0.007688414460107984
Pheucticus melanocephalus,PASSERIFORMES,Cardinalidae,1.6730209071288962,24.2,0.4088,0.1711,0.038567824951991514
Piranga flava,PASSERIFORMES,Cardinalidae,1.5763413502057928,24.2,0.3591,0.1375,-0.008830121622682707
Piranga ludoviciana,PASSERIFORMES,Cardinalidae,1.4487063199050798,28.6,0.3679,0.1466,-0.0028535630867476125
Piranga olivacea,PASSERIFORMES,Cardinalidae,1.4502491083193612,30.9,0.3838,0.1854,0.009945170365209977
Piranga rubra,PASSERIFORMES,Cardinalidae,1.4638929889859074,29.2,0.3748,0.1744,0.0028853816881345695
Spiza americana,PASSERIFORMES,Cardinalidae,1.4183012913197455,26.4,0.3225,0.1201,-0.044598293289609514
Certhia americana,PASSERIFORMES,Certhiidae,0.9084850188786497,24.1,0.3448,0.1473,-0.007094440091973353
Certhia familiaris,PASSERIFORMES,Certhiidae,0.9542425094393249,19.2,0.3432,0.158,-0.003255196178834463
Cinclus cinclus,PASSERIFORMES,Cinclidae,1.7888751157754168,27.6,0.4683,0.2819,0.09077902443612856
Cinclus mexicanus,PASSERIFORMES,Cinclidae,1.7535830588929067,26.5,0.372,0.1994,-0.003214985139025406
Apalis jacksoni,PASSERIFORMES,Cisticolidae,0.9395192526186185,13.0,0.3568,0.212,0.018956291318467433
Camaroptera brachyura,PASSERIFORMES,Cisticolidae,0.9867717342662449,7.8,0.4558,0.142,0.12375965917200521
Cisticola brunnescens,PASSERIFORMES,Cisticolidae,0.9030899869919435,13.8,0.3686,0.0908,0.030557790969197973
Cisticola cantans,PASSERIFORMES,Cisticolidae,1.0681858617461617,8.9,0.3895,0.1348,0.05405544825483394
Cisticola chiniana,PASSERIFORMES,Cisticolidae,1.2068258760318498,9.0,0.4033,0.1357,0.06442102674388844
Cisticola exilis,PASSERIFORMES,Cisticolidae,0.8450980400142568,16.4,0.3573,0.1143,0.01717439473512289
